公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2722 - 夏都,董事會通過,1,107/02/07,107/05/07,"90,880,254","94,015,109","156,025,172","70,238,279",0.4,0,"42,893,443",0.4,0,"4,289,345",新台幣                 10.0000元
2723 - 美食-KY,董事會通過,1,107/03/08,107/06/05,"2,921,777,134","2,138,074,531","4,713,327,531","3,728,295,531",6,0,"977,961,600",0.04,1,"17,006,400",新台幣                 10.0000元
2727 - 王品,董事會通過,1,107/03/09,107/05/30,0,"462,837,166","394,924,640",0,5.12969866,0.37030134,"423,433,357",0,0,0,新台幣                 10.0000元
2731 - 雄獅旅遊,董事會通過,1,107/03/22,107/06/15,"50,140,645","454,678,770","432,629,584",0,5.2,0,"364,000,000",0,0,0,新台幣                 10.0000元
2739 - 寒舍餐旅,董事會通過,1,107/03/20,107/06/08,"203,948","118,684,541","102,868,313","264,393",0.92,0.08,"111,526,000",0,0,0,新台幣                 10.0000元
2748 - 雲品,董事會通過,1,107/03/13,107/05/30,"27,461,786","228,231,285","232,869,942","52,368,192",2.75,0,"180,501,750",0,0,0,新台幣                 10.0000元
2801 - 彰化銀行,董事會通過,1,107/04/23,107/06/08,"36,435,593","12,093,107,131","8,091,445,298","90,394,695",0.45,0,"4,235,850,323",0.4,0,"376,520,028",新台幣                 10.0000元
2809 - 京城銀行,董事會通過,1,107/03/26,107/05/17,"9,928,863,746","5,610,533,911","13,822,066,446","12,101,344,048",1.5,0,"1,720,722,398",0,0,0,新台幣                 10.0000元
2812 - 台中銀行,董事會通過,1,107/03/14,107/06/05,"-1,887,015","3,632,541,782","2,505,132,919","199,907,627",0.45,0,"1,481,930,542",0.25,0,"82,329,475",新台幣                 10.0000元
2816 - 旺旺保險,董事會通過,1,107/03/27,107/06/21,"-11,096,369","663,458,085","216,570,639","67,498,639",0.7,0,"149,072,000",0,0,0,新台幣                 10.0000元
2820 - 華票,董事會通過,1,107/03/20,107/06/08,"8,608,788","1,351,064,465","959,762,034","6,260,434",0.71,0,"953,501,600",0,0,0,新台幣                 10.0000元
2823 - 中壽,董事會通過,1,107/04/10,107/05/29,"2,328,205,583","9,083,971,845","7,116,994,546","1,816,036,786",0.8,0,"3,029,118,720",0.6,0,"227,183,904",新台幣                 10.0000元
2832 - 台產,董事會通過,1,107/04/27,107/06/15,"172,190,000","851,701,000","643,450,000","245,029,000",1.1,0,"398,421,000",0,0,0,新台幣                 10.0000元
2834 - 臺灣企銀,董事會通過,1,107/03/21,107/06/29,"925,194","5,039,924,149","4,107,714,832","876,399",0.268,0,"1,647,653,743",0.4,0,"245,918,469",新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2836 - 高銀,董事會通過,1,107/03/22,107/06/20,"211,676","452,415,313","339,494,175","8,430,318",0.13,0,"130,419,097",0.2,0.17,"37,119,281",新台幣                 10.0000元
2838 - 聯邦銀行,董事會通過,1,107/03/14,107/06/08,"1,750,444,171","2,744,986,681","3,653,049,067","1,738,702,642",0.4,0,"1,042,060,971",0.3,0,"78,154,572",新台幣                 10.0000元
2838A - 聯邦銀甲特,董事會通過,1,107/03/14,107/06/08,"1,750,444,171","2,744,986,681","3,653,049,067","1,738,702,642",0.45369863,0,"90,739,726",0,0,0,
2841 - 台灣土地,董事會通過,1,107/04/25,107/06/22,0,"475,091,650",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2845 - 遠東商銀,董事會通過,1,107/03/21,107/06/20,"791,606,068","2,853,883,694","3,049,539,001","789,659,689",0.439,0,"1,397,305,662",0.271,0,"86,257,365",新台幣                 10.0000元
2849 - 安泰銀行,董事會通過,1,107/04/26,107/06/08,"5,647,146,421","2,100,431,607","6,829,224,011","5,788,029,602",0.6,0,"1,041,194,409",0,0,0,新台幣                 10.0000元
2850 - 新產,董事會通過,1,107/03/14,107/06/08,"1,218,812","1,364,909,767","575,877,248","824,042",1.82,0,"575,053,206",0,0,0,新台幣                 10.0000元
2851 - 中再保,董事會通過,1,107/03/21,107/05/30,"229,146,452","1,389,458,802","1,207,376,745","363,964,245",1,0,"562,275,000",0.5,0,"28,113,750",新台幣                 10.0000元
2852 - 第一保,董事會通過,1,107/03/28,107/06/28,"3,066,315","460,310,146","182,496,104","1,797,834",0.6,0,"180,698,270",0,0,0,新台幣                 10.0000元
2855 - 統一證券,董事會通過,1,107/03/26,107/06/21,"7,339,716","2,618,769,015","1,695,854,812","27,341,178",1.2,0,"1,668,513,634",0,0,0,新台幣                 10.0000元
2856 - 元富證券,董事會通過,1,107/04/24,107/06/08,"-44,908,388","942,303,721","421,153,559","13,816,796",0.26,0,"407,336,763",0,0,0,新台幣                 10.0000元
2867 - 三商美邦,董事會通過,1,107/04/19,107/06/15,"2,814,936","3,184,952,312","3,022,920,372","7,799,192",0,0,0,1.57,0,"301,512,118",新台幣                 10.0000元
2880 - 華南金,董事會通過,1,107/04/30,107/06/22,"3,688,952,460","12,015,481,454","14,161,826,834","3,667,632,972",0.5,0,"5,523,259,932",0.45,0,"497,093,393",新台幣                 10.0000元
2881 - 富邦金,董事會通過,1,107/04/26,107/06/08,"111,579,838,841","54,122,462,916","183,222,075,610","158,208,786,421",2.3,0,"23,537,289,189",0,0,0,新台幣                 10.0000元
2881A - 富邦特,董事會通過,1,107/04/26,107/06/08,"111,579,838,841","54,122,462,916","183,222,075,610","158,208,786,421",2.46,0,"1,476,000,000",0,0,0,
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2882 - 國泰金,董事會通過,1,107/04/26,107/06/08,"42,990,003,155","56,306,735,192","91,576,531,263","60,168,505,943",2.5,0,"31,408,025,320",0,0,0,新台幣                 10.0000元
2882A - 國泰特,董事會通過,1,107/04/26,107/06/08,"42,990,003,155","56,306,735,192","91,576,531,263","60,168,505,943",2.28,0,"1,899,924,000",0,0,0,
2883 - 開發金,董事會通過,1,107/04/30,107/06/22,"1,425,702,192","11,695,285,199","13,528,978,431","4,554,601,499",0.6,0,"8,974,376,932",0,0,0,新台幣                 10.0000元
2884 - 玉山金控,董事會通過,1,107/03/16,107/06/08,"-882,649,231","14,756,555,275","12,486,515,440","7,240,840",0.6126,0,"6,239,474,600",0.6126,0,"623,980,000",新台幣                 10.0000元
2885 - 元大金,董事會通過,1,107/03/28,107/06/15,"19,425,779,953","16,204,948,257","33,655,157,536","27,162,621,235",0.55,0,"6,492,536,301",0,0,0,新台幣                 10.0000元
2886 - 兆豐金,董事會通過,1,107/04/24,107/06/15,"34,960,446,968","25,734,514,381","57,067,843,345","36,668,107,370",1.5,0,"20,399,735,975",0,0,0,新台幣                 10.0000元
2887 - 台新金控,董事會通過,1,107/04/26,107/06/08,0,"13,060,661,347","11,416,584,689",0,0.54205596,0,"5,414,689,168",0.44350041,0,"443,020,100",新台幣                 10.0000元
2887E - 台新戊特,董事會通過,1,107/04/26,107/06/08,0,"13,060,661,347","11,416,584,689",0,2.375,0,"1,187,500,000",0,0,0,
2888 - 新光金,董事會通過,1,107/03/16,107/06/08,"1,505,019,607","10,531,169,955","15,432,673,947","10,176,348,227",0.35,0,"3,679,428,000",0.15,0,"157,689,772",新台幣                 10.0000元
2889 - 國票金控,董事會通過,1,107/03/27,107/06/15,"10,900,403","2,370,784,389","2,133,208,258","2,875,474",0.65,0,"1,798,332,864",0.12,0,"33,199,992",新台幣                 10.0000元
2890 - 永豐金控,董事會通過,1,107/03/23,107/06/15,"9,337,775","9,085,309,096","8,034,082,351","299,045,218",0.5,0,"5,525,026,523",0.2,0,"221,001,061",新台幣                 10.0000元
2891 - 中信金,董事會通過,1,107/04/27,107/06/15,"105,436,110","37,222,217,090","34,664,810,911","13,593,678,758",1.08,0,"21,056,748,735",0,0,0,新台幣                 10.0000元
2891B - 中信金乙特,董事會通過,1,107/04/27,107/06/15,"105,436,110","37,222,217,090","34,664,810,911","13,593,678,758",0.04315068,0,"14,383,418",0,0,0,
2892 - 第一金控,董事會通過,1,107/04/26,107/06/22,"4,761,400,448","15,483,031,921","18,250,309,541","6,033,916,259",0.9,0,"10,994,753,962",0.1,0,"122,163,932",新台幣                 10.0000元
2897 - 王道銀行,董事會通過,1,107/02/27,107/06/14,0,"1,072,079,503","723,901,890",0,0.3,0,"723,901,890",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2901 - 欣欣大眾,董事會通過,1,107/03/15,107/06/29,"-1,138,429","34,102,480","29,667,646",0,0.4061653,0,"29,667,646",0,0,0,新台幣                 10.0000元
2903 - 遠百,董事會通過,1,107/03/21,107/06/21,"794,124,174","1,535,986,187","2,108,803,149","691,862,560",1,0,"1,416,940,589",0,0,0,新台幣                 10.0000元
2905 - 三商,董事會通過,1,107/03/23,107/06/22,"3,675,959,373","1,640,954,598","6,017,652,103","4,792,913,314",0.8,0,"612,369,399",0.8,0,"61,236,939",新台幣                 10.0000元
2906 - 高林實,董事會通過,1,107/03/23,107/06/14,"-525,082","38,575,179","49,642,860","1,547,308",0.23,0.17,"83,644,438",0,0,0,新台幣                 10.0000元
2908 - 特力,董事會通過,1,107/03/26,107/06/19,"5,051,645","823,012,382","694,509,982","82,644,912",1.2,0,"611,865,070",0,0,0,新台幣                 10.0000元
2910 - 統領,董事會通過,1,107/03/16,107/06/07,"47,209,062","25,962,501",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2911 - 麗嬰房,董事會通過,1,107/03/22,107/06/14,"-199,096,374","425,648,597","136,717,215","34,554,815",0.5,0,"102,162,400",0,0,0,新台幣                 10.0000元
2912 - 統一超,董事會通過,1,107/02/23,107/06/12,"538,595,521","31,017,094,191","27,880,720,963","1,890,164,588",25,0,"25,990,556,375",0,0,0,新台幣                 10.0000元
2913 - 台灣農林,董事會通過,1,107/03/21,107/06/12,"1,971,001,720","622,093,129","2,540,656,084","2,155,656,084",0.5,0,"385,000,000",0,0,0,新台幣                 10.0000元
2915 - 潤泰全球,董事會通過,1,107/03/26,107/06/22,0,"13,448,439,943","12,155,382,906","8,389,645,614",4,0,"3,765,737,292",0,0,0,新台幣                 10.0000元
2923 - 鼎固-KY,董事會通過,1,107/03/27,107/06/29,"13,711,528,473","147,749,007","13,661,927,093","13,035,420,179",0.36,0,"626,506,914",0,0,0,新台幣                 10.0000元
2936 - 客思達-KY,董事會通過,1,107/03/23,107/06/12,"280,678,110","28,531,080","304,143,192","281,176,483",0.3,0,"22,966,709",0,0,0,新台幣                 10.0000元
2939 - 凱羿-KY,董事會通過,1,107/03/21,107/06/11,"117,511,627","856,936,339","883,231,060","132,891,085",15,0,"750,339,975",0,0,0,新台幣                 10.0000元
3002 - 歐格電子,董事會通過,1,107/04/25,107/06/05,"3,835,900","74,685,331","26,107,592","607,592",0.25,0,"25,500,000",0,0,0,新台幣                 10.0000元
3003 - 健和興,董事會通過,1,107/03/20,107/06/12,"1,451,377,562","498,024,803","1,882,930,206","1,758,406,294",0.8,1,"280,178,802",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3004 - 豐達科技,董事會通過,1,107/03/16,107/06/07,"401,111,007","185,139,736","559,375,318","454,081,008",2,0,"105,294,310",0,0,0,新台幣                 10.0000元
3005 - 神基科技,董事會通過,1,107/03/28,107/06/22,"2,441,813,504","1,910,135,876","3,849,732,831","2,404,067,456",2.5,0,"1,445,665,375",0,0,0,新台幣                 10.0000元
3006 - 晶豪科技,董事會通過,1,107/03/22,107/06/14,"2,565,902,253","865,167,163","3,152,097,266","2,580,579,416",2,0.24121454,"640,447,059",0,0,0,新台幣                 10.0000元
3008 - 大立光,董事會通過,1,107/04/23,107/06/12,"54,442,223,882","25,975,622,967","75,916,622,447","66,191,458,164",72.5,0,"9,725,164,283",0,0,0,新台幣                 10.0000元
3010 - 華立,董事會通過,1,107/03/26,107/05/30,"3,710,558,609","1,409,506,076","5,081,781,061","4,318,193,605",3.3,0,"763,587,456",0,0,0,新台幣                 10.0000元
3011 - 今皓,董事會通過,1,107/03/22,107/06/14,"-255,751,876","-102,046,206","-358,232,463","-358,232,463",0,0,0,0,0,0,新台幣                 10.0000元
3013 - 晟銘電子,董事會通過,1,107/03/16,107/06/13,"167,383,054","212,908,411","357,592,214","272,624,705",0.5,0,"84,967,509",0,0,0,新台幣                 10.0000元
3014 - 聯陽,董事會通過,1,107/02/23,107/06/15,"33,757,119","389,552,562","379,503,733","40,728,953",2.1,0.4,"403,303,310",0,0,0,新台幣                 10.0000元
3015 - 全漢,董事會通過,1,107/03/15,107/06/12,"1,381,865,425","314,544,383","1,656,610,388","1,368,217,463",1.5,0,"288,392,925",0,0,0,新台幣                 10.0000元
3016 - 嘉晶,董事會通過,1,107/03/12,107/06/14,"3,876,835","180,310,176","159,665,402","22,464,744",0.5,0,"137,200,658",0,0,0,新台幣                 10.0000元
3017 - 奇鋐科技,董事會通過,1,107/03/20,107/06/13,"2,080,004,639","886,680,605","2,703,640,864","2,350,330,707",1,0.3,"459,303,204",0,0,0,新台幣                 10.0000元
3018 - 同開科技,董事會通過,1,107/04/26,107/06/08,"166,255","56,076,014","52,951,507","160,437",0,0,0,0.79,0,"5,279,107",新台幣                 10.0000元
3019 - 亞洲光學,董事會通過,1,107/03/23,107/06/11,"553,094,496","620,211,721","730,453,170","280,718,929",1.6,0,"449,734,241",0,0,0,新台幣                 10.0000元
3021 - 鴻名企業,董事會通過,1,107/03/26,107/06/15,"92,164,396","108,882,785","170,456,712","98,596,611",0.75,0,"71,860,101",0,0,0,新台幣                 10.0000元
3023 - 信邦電子,董事會通過,1,107/03/12,107/06/08,"986,997,191","1,226,471,413","2,033,408,356","1,131,743,808",4,0,"901,664,548",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3024 - 憶聲電子,董事會通過,1,107/03/28,107/06/26,"-51,513,995","34,580,014","-5,830,283","-5,830,283",0,0,0,0,0,0,新台幣                 10.0000元
3025 - 星通,董事會通過,1,107/03/22,107/06/29,"-3,560,602","15,370,881","9,140,089","62,259",0.128,0,"9,077,830",0,0,0,新台幣                 10.0000元
3026 - 禾伸堂,董事會通過,1,107/03/05,107/06/08,"533,137,134","878,853,022","1,320,691,238","530,737,343",5,0.3,"837,351,129",0,0,0,新台幣                 10.0000元
3027 - 盛達電業,董事會通過,1,107/03/14,107/06/05,"64,233,097","-228,657,330","-164,980,801","-164,980,801",0,0,0,0,0,0,新台幣                 10.0000元
3028 - 增你強,董事會通過,1,107/03/23,107/06/12,"186,195,516","432,491,723","568,072,739","178,911,487",1.82,0,"389,161,252",0,0,0,新台幣                 10.0000元
3029 - 零壹科技,董事會通過,1,107/04/25,107/06/11,"88,600,335","195,983,590","265,595,001","106,110,514",1.3,0,"159,484,487",0,0,0,新台幣                 10.0000元
3030 - 德律科技,董事會通過,1,107/02/21,107/05/30,"958,039,349","594,865,320","1,486,895,679","778,247,679",3,0,"708,648,000",0,0,0,新台幣                 10.0000元
3031 - 佰鴻工業,董事會通過,1,107/03/19,107/06/08,"6,286,745","209,660,143","163,177,474","4,504,384",0.85,0,"158,673,090",0,0,0,新台幣                 10.0000元
3032 - 偉訓科技,董事會通過,1,107/03/22,107/06/21,"213,024,262","243,315,221","388,121,968","161,550,716",2,0,"226,571,252",0,0,0,新台幣                 10.0000元
3033 - 威健,董事會通過,1,107/03/20,107/06/13,0,"631,259,506","432,597,916",0,1.3280731,0,"432,597,916",0,0.3683993,"12,000,000",新台幣                 10.0000元
3034 - 聯詠,董事會通過,1,107/04/27,107/06/08,"6,972,205,652","5,024,088,371","11,400,533,144","7,080,101,714",7.1,0,"4,320,431,430",0,0,0,新台幣                 10.0000元
3035 - 智原,董事會通過,1,107/04/20,107/06/15,"88,071,812","835,913,108","849,322,996","178,237,151",2.7,0,"671,085,845",0,0,0,新台幣                 10.0000元
3037 - 欣興電子,董事會通過,1,107/03/15,107/06/15,"14,010,416,282","414,354,997","14,292,978,787","13,546,354,371",0.5,0,"746,624,416",0,0,0,新台幣                 10.0000元
3038 - 全台,董事會通過,1,107/03/14,107/06/12,"104,258,112","54,313,895","170,629,964","102,281,323",0.4,0,"68,348,641",0,0,0,新台幣                 10.0000元
3040 - 遠見,董事會通過,1,107/03/07,107/06/08,"137,231,703","696,982,900","764,516,313","197,516,313",9,0,"567,000,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3042 - 晶技,董事會通過,1,107/04/23,107/06/05,"1,820,170,161","962,653,917","2,671,117,885","1,896,725,285",2.5,0,"774,392,600",0,0,0,新台幣                 10.0000元
3043 - 科風,董事會通過,1,107/03/30,107/06/29,"-3,213,208,254","-56,363,680","-3,274,200,653",0,0,0,0,0,0,0,新台幣                 10.0000元
3045 - 台灣大,董事會通過,1,107/04/27,107/06/12,"625,413,659","14,192,175,846","13,643,536,750","33,130,620",5,0.6,"15,243,654,866",0,0,0,新台幣                 10.0000元
3046 - 建碁,董事會通過,1,107/03/20,107/06/12,"-899,925,068","-119,772,981","-158,515,657","-158,515,657",0,0,0,0,0,0,新台幣                 10.0000元
3047 - 訊舟科技,董事會通過,1,107/03/22,107/06/14,"16,151,845","-180,218,463","-168,108,256",0,0,0,0,0,0,0,新台幣                 10.0000元
3048 - 益登,董事會通過,1,107/03/16,107/06/15,"102,280,941","363,715,419","364,991,346","142,418,806",1,0,"222,572,540",0,0,0,新台幣                 10.0000元
3049 - 和鑫,董事會通過,1,107/03/15,107/06/14,"-396,858,450","141,294,523","-255,796,343","-255,796,343",0,0,0,0,0,0,新台幣                 10.0000元
3050 - 鈺德科技,董事會通過,1,107/04/24,107/06/14,"37,234,094","128,804,074","153,362,463","65,771,793",0.6,0,"87,590,670",0,0,0,新台幣                 10.0000元
3051 - 力特光電,董事會通過,1,107/03/20,107/06/08,"-1,514,856,175","-213,438,529","-1,733,243,457","-1,733,243,457",0,0,0,0,0,0,新台幣                 10.0000元
3052 - 夆典,董事會通過,1,107/04/27,107/06/15,"303,668,093","200,804,910","495,010,440","334,910,952",0.7,0,"160,099,488",0,0,0,新台幣                 10.0000元
3054 - 立萬利,董事會通過,1,107/03/22,107/06/11,"44,761","81,910,100","75,091,966","30,207,461",0.4,0,"44,884,505",0,0,0,新台幣                 10.0000元
3055 - 蔚華科技,董事會通過,1,107/03/01,107/06/20,"682,772,642","38,693,913","682,951,941","641,548,774",0.4,0.4,"82,806,334",0,0,0,新台幣                 10.0000元
3056 - 總太地產,董事會通過,1,107/03/20,107/06/08,"736,661,032","748,010,591","1,410,182,383","946,803,477",2,0,"463,378,906",0,0,0,新台幣                 10.0000元
3057 - 喬鼎資訊,董事會通過,1,107/03/23,107/06/11,"-39,014,029","-601,208,719","-666,848,025","-397,713,479",0,0,0,0,0,0,新台幣                 10.0000元
3058 - 立德電子,董事會通過,1,107/03/22,107/06/27,"46,026,019","-36,473,736",0,0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3059 - 華晶科技,董事會通過,1,107/03/23,107/06/15,"2,725,115,653","13,402,316","2,452,561,682","2,317,383,769",0.5,0,"135,177,913",0,0,0,新台幣                 10.0000元
3060 - 銘異,董事會通過,1,107/03/23,107/06/15,"4,555,986","54,448,636","84,762,746","2,224,832",0.6,0,"82,537,914",0,0,0,新台幣                 10.0000元
3090 - 日電貿,董事會通過,1,107/03/21,107/06/20,"64,893,750","582,264,692","584,062,182","49,760,424",2.5,0,"417,423,248",0.7,0,"11,687,851",新台幣                 10.0000元
3094 - 聯傑國際,董事會通過,1,107/02/22,107/05/28,"99,956","52,327,400","45,930,031","216,283",0.54,0.36,"76,189,580",0,0,0,新台幣                 10.0000元
3130 - 一零四,董事會通過,1,107/03/14,107/05/30,"107,762,044","318,123,392","419,776,585","101,126,665",9.6,0,"318,649,920",0,0,0,新台幣                 10.0000元
3149 - 正達國際,董事會通過,1,107/04/03,107/05/14,"-814,661,115","19,577,654","-795,083,461","-795,083,461",0,0,0,0,0,0,新台幣                 10.0000元
3164 - 景岳生技,董事會通過,1,107/03/27,107/06/27,0,"45,599,845","43,479,532","43,479,532",0,0,0,0,0,0,新台幣                 10.0000元
3167 - 大量科技,董事會通過,1,107/04/13,107/05/30,"224,504,687","347,328,958","546,706,550","346,371,260",2.5,0,"200,335,290",0,0,0,新台幣                 10.0000元
3189 - 景碩科技,董事會通過,1,107/01/29,107/05/29,"13,603,036,922","491,676,522","13,969,485,569","13,300,485,569",1.5,0,"669,000,000",0,0,0,新台幣                 10.0000元
3209 - 全科,董事會通過,1,107/03/23,107/06/20,"23,175,870","282,685,261","243,119,868","33,231,685",0.8,0,"129,161,963",0.5,0,"8,072,622",新台幣                 10.0000元
3229 - 晟鈦,董事會通過,1,107/03/29,107/06/22,"-165,623,338","-17,001,877","-183,780,390","-183,780,390",0,0,0,0,0,0,新台幣                 10.0000元
3231 - 緯創,董事會通過,1,107/03/13,107/06/14,"9,950,335,886","3,885,515,885","9,336,597,465","5,326,348,352",1.2,0,"3,208,199,283",0.3,0,"80,204,983",新台幣                 10.0000元
3257 - 虹冠電,董事會通過,1,107/05/03,107/06/27,"189,549,215","70,657,644","234,709,854","200,019,716",0.5,0,"34,690,138",0,0,0,新台幣                 10.0000元
3266 - 昇陽建設,董事會通過,1,107/03/12,107/06/15,"104,733,109","26,479,274","151,979,817","151,979,817",0,0,0,0,0,0,新台幣                 10.0000元
3296 - 勝德國際,董事會通過,1,107/03/19,107/06/14,"18,777,746","2,365,151","-4,759,904","-4,759,904",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3305 - 昇貿科技,董事會通過,1,107/03/15,107/06/07,"914,569,979","90,938,789","891,699,001","830,954,365",0.5,0.5,"121,489,272",0,0,0,新台幣                 10.0000元
3308 - 聯德電子,董事會通過,1,107/03/30,107/06/28,"-168,762,065","-55,820,119","-224,713,233","-224,713,233",0,0,0,0,0,0,新台幣                 10.0000元
3311 - 閎暉,董事會通過,1,107/02/26,107/06/12,"636,292,361","-82,017,834","497,685,955","497,685,955",0,0,0,0,0,0,新台幣                 10.0000元
3312 - 弘憶國際,董事會通過,1,107/03/27,107/06/21,0,"-219,709,698","40,148,539","27,068,249",0,0,0,0.12,0,"1,308,029",新台幣                 10.0000元
3321 - 同泰電子,董事會通過,1,107/03/22,107/06/12,"42,786,973","-250,036,624","-207,249,651",0,0,0,0,0,0,0,新台幣                 10.0000元
3338 - 泰碩電子,董事會通過,1,107/02/09,107/06/19,"67,315,763","35,195,456","87,480,897","66,530,101",0.3,0,"20,950,796",0,0,0,新台幣                 10.0000元
3346 - 麗清,董事會通過,1,107/03/16,107/06/28,"110,767,663","260,172,805","333,469,516","162,759,516",2.5,0,"170,710,000",0,0,0,新台幣                 10.0000元
3356 - 奇偶科技,董事會通過,1,107/03/16,107/06/05,"48,242,586","-174,910,111","-176,163,426","-176,163,426",0,0,0,0,0,0,新台幣                 10.0000元
3376 - 新日興,董事會通過,1,107/05/02,107/06/21,"5,217,263,339","732,605,211","5,854,633,125","5,675,907,779",1,1.5,"446,813,365",0,0,0,新台幣                 10.0000元
3383 - 新世紀,董事會通過,1,107/03/23,107/06/25,"-1,654,056,008","-617,555,509","-2,272,286,985","-2,033,118,129",0,0,0,0,0,0,新台幣                 10.0000元
3406 - 玉晶光,董事會通過,1,107/03/28,107/06/27,0,"1,047,786,871","680,509,423","331,310,702",3.5,0,"349,198,721",0,0,0,新台幣                 10.0000元
3413 - 京鼎,董事會通過,1,107/04/12,107/05/29,"653,234,948","1,073,432,699","1,618,986,328","1,107,111,328",6,0,"472,500,000",0.5,0,"3,937,500",新台幣                 10.0000元
